Date,Open,High,Low,Close,Volume,Ticker,Sector,Country
2025-04-01 00:00:00-04:00,219.80999755859375,223.67999267578125,218.89999389648438,223.19000244140625,36412700,AAPL,IT,USA
2025-04-02 00:00:00-04:00,221.32000732421875,225.19000244140625,221.02000427246094,223.88999938964844,35905900,AAPL,IT,USA
2025-04-03 00:00:00-04:00,205.5399932861328,207.49000549316406,201.25,203.19000244140625,103419000,AAPL,IT,USA
2025-04-04 00:00:00-04:00,193.88999938964844,199.8800048828125,187.33999633789062,188.3800048828125,125910900,AAPL,IT,USA
2025-04-07 00:00:00-04:00,177.1999969482422,194.14999389648438,174.6199951171875,181.4600067138672,160466300,AAPL,IT,USA
2025-04-08 00:00:00-04:00,186.6999969482422,190.33999633789062,169.2100067138672,172.4199981689453,120859500,AAPL,IT,USA
2025-04-09 00:00:00-04:00,171.9499969482422,200.61000061035156,171.88999938964844,198.85000610351562,184395900,AAPL,IT,USA
2025-04-10 00:00:00-04:00,189.07000732421875,194.77999877929688,183.0,190.4199981689453,121880000,AAPL,IT,USA
2025-04-11 00:00:00-04:00,186.10000610351562,199.5399932861328,186.05999755859375,198.14999389648438,87435900,AAPL,IT,USA
2025-04-14 00:00:00-04:00,211.44000244140625,212.94000244140625,201.16000366210938,202.52000427246094,101352900,AAPL,IT,USA
2025-04-15 00:00:00-04:00,201.86000061035156,203.50999450683594,199.8000030517578,202.13999938964844,51343900,AAPL,IT,USA
2025-04-16 00:00:00-04:00,198.36000061035156,200.6999969482422,192.3699951171875,194.27000427246094,59732400,AAPL,IT,USA
2025-04-17 00:00:00-04:00,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,51334300,AAPL,IT,USA
2025-04-21 00:00:00-04:00,193.27000427246094,193.8000030517578,189.80999755859375,193.16000366210938,46742500,AAPL,IT,USA
2025-04-22 00:00:00-04:00,196.1199951171875,201.58999633789062,195.97000122070312,199.74000549316406,52976400,AAPL,IT,USA
2025-04-23 00:00:00-04:00,206.0,208.0,202.8000030517578,204.60000610351562,52929200,AAPL,IT,USA
2025-04-24 00:00:00-04:00,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,47311000,AAPL,IT,USA
2025-04-25 00:00:00-04:00,206.3699951171875,209.75,206.1999969482422,209.27999877929688,38198600,AAPL,IT,USA
2025-04-01 00:00:00-04:00,374.6499938964844,382.8500061035156,373.2300109863281,382.19000244140625,19689500,MSFT,IT,USA
2025-04-02 00:00:00-04:00,377.9700012207031,385.0799865722656,376.6199951171875,382.1400146484375,16092600,MSFT,IT,USA
2025-04-03 00:00:00-04:00,374.7900085449219,377.4800109863281,369.3500061035156,373.1099853515625,30198000,MSFT,IT,USA
2025-04-04 00:00:00-04:00,364.1300048828125,374.5899963378906,359.4800109863281,359.8399963378906,49209900,MSFT,IT,USA
2025-04-07 00:00:00-04:00,350.8800048828125,371.0,344.7900085449219,357.8599853515625,50425000,MSFT,IT,USA
2025-04-08 00:00:00-04:00,368.260009765625,373.6499938964844,350.25,354.55999755859375,35868900,MSFT,IT,USA
2025-04-09 00:00:00-04:00,353.5400085449219,393.2300109863281,353.1000061035156,390.489990234375,50199700,MSFT,IT,USA
2025-04-10 00:00:00-04:00,382.05999755859375,383.8999938964844,367.79998779296875,381.3500061035156,38024400,MSFT,IT,USA
2025-04-11 00:00:00-04:00,380.6400146484375,390.04998779296875,378.8900146484375,388.45001220703125,23839200,MSFT,IT,USA
2025-04-14 00:00:00-04:00,393.2200012207031,394.6499938964844,384.2099914550781,387.80999755859375,19251200,MSFT,IT,USA
2025-04-15 00:00:00-04:00,388.510009765625,391.8900146484375,384.1600036621094,385.7300109863281,17199900,MSFT,IT,USA
2025-04-16 00:00:00-04:00,380.6700134277344,381.6099853515625,368.0,371.6099853515625,21967800,MSFT,IT,USA
2025-04-17 00:00:00-04:00,373.75,374.32000732421875,366.8900146484375,367.7799987792969,20943700,MSFT,IT,USA
2025-04-21 00:00:00-04:00,362.82000732421875,364.4800109863281,355.6700134277344,359.1199951171875,20807300,MSFT,IT,USA
2025-04-22 00:00:00-04:00,363.3800048828125,367.7699890136719,359.8599853515625,366.82000732421875,19485000,MSFT,IT,USA
2025-04-23 00:00:00-04:00,376.05999755859375,380.3900146484375,373.0199890136719,374.3900146484375,20545500,MSFT,IT,USA
2025-04-24 00:00:00-04:00,375.70001220703125,388.45001220703125,375.19000244140625,387.29998779296875,22232300,MSFT,IT,USA
2025-04-25 00:00:00-04:00,387.0,392.1600036621094,384.6000061035156,391.8500061035156,18963600,MSFT,IT,USA
2025-04-01 00:00:00-04:00,139.25974093432933,142.73725438553114,138.26332031034656,141.43194580078125,9518500,ORCL,IT,USA
2025-04-02 00:00:00-04:00,139.35938242531014,147.36063843757404,139.35938242531014,145.33790588378906,11594400,ORCL,IT,USA
2025-04-03 00:00:00-04:00,138.7515739970123,140.89387228944443,136.15091552075057,136.73880004882812,14433800,ORCL,IT,USA
2025-04-04 00:00:00-04:00,132.4342659263662,133.3410123236362,126.49559244567142,127.81087493896484,14986900,ORCL,IT,USA
2025-04-07 00:00:00-04:00,118.43455508537816,133.6299694870059,118.43455508537816,126.70484924316406,19482700,ORCL,IT,USA
2025-04-08 00:00:00-04:00,132.06558215234944,132.51398359423683,121.26438629139686,124.05436706542969,11950300,ORCL,IT,USA
2025-04-09 00:00:00-04:00,122.95830920943114,140.08677494093754,122.95830920943114,139.19000244140625,17762000,ORCL,IT,USA
2025-04-10 00:00:00-04:00,136.64999389648438,136.64999389648438,129.25999450683594,133.35000610351562,12401600,ORCL,IT,USA
2025-04-11 00:00:00-04:00,132.11000061035156,133.0,128.83999633789062,132.35000610351562,10190200,ORCL,IT,USA
2025-04-14 00:00:00-04:00,136.8000030517578,136.8000030517578,132.8699951171875,134.63999938964844,8217700,ORCL,IT,USA
2025-04-15 00:00:00-04:00,134.75999450683594,136.47999572753906,133.72000122070312,133.94000244140625,8630000,ORCL,IT,USA
2025-04-16 00:00:00-04:00,132.27999877929688,132.5399932861328,127.8499984741211,129.75999450683594,8295200,ORCL,IT,USA
2025-04-17 00:00:00-04:00,130.89999389648438,131.3000030517578,128.44000244140625,128.6199951171875,8919500,ORCL,IT,USA
