Date,Open,High,Low,Close,Volume,Ticker,Sector,Country
2025-04-01 00:00:00+08:00,3340.7119140625,3357.6220703125,3338.779052734375,3348.43505859375,422600,000001.SS,Index,China
2025-04-02 00:00:00+08:00,3344.1708984375,3361.134033203125,3343.115966796875,3350.126953125,350100,000001.SS,Index,China
2025-04-03 00:00:00+08:00,3319.60595703125,3358.426025390625,3319.60595703125,3342.008056640625,400500,000001.SS,Index,China
2025-04-07 00:00:00+08:00,3193.10205078125,3217.781982421875,3040.693115234375,3096.575927734375,662200,000001.SS,Index,China
2025-04-08 00:00:00+08:00,3094.261962890625,3145.549072265625,3085.123046875,3145.549072265625,662200,000001.SS,Index,China
2025-04-09 00:00:00+08:00,3110.010009765625,3186.81005859375,3070.077880859375,3186.81005859375,684800,000001.SS,Index,China
2025-04-10 00:00:00+08:00,3227.8359375,3239.94091796875,3201.571044921875,3223.637939453125,591200,000001.SS,Index,China
2025-04-11 00:00:00+08:00,3219.5048828125,3249.85400390625,3211.35009765625,3238.22705078125,475500,000001.SS,Index,China
2025-04-14 00:00:00+08:00,3251.97802734375,3272.719970703125,3244.73291015625,3262.80810546875,471400,000001.SS,Index,China
2025-04-15 00:00:00+08:00,3260.68505859375,3268.985107421875,3246.3369140625,3267.662109375,396700,000001.SS,Index,China
2025-04-16 00:00:00+08:00,3267.6650390625,3276.0048828125,3233.791015625,3276.00390625,429500,000001.SS,Index,China
2025-04-17 00:00:00+08:00,3261.718017578125,3285.9150390625,3258.14501953125,3280.341064453125,382000,000001.SS,Index,China
2025-04-18 00:00:00+08:00,3270.35302734375,3283.090087890625,3262.39208984375,3276.72998046875,358800,000001.SS,Index,China
2025-04-21 00:00:00+08:00,3273.137939453125,3298.639892578125,3270.012939453125,3291.43408203125,379300,000001.SS,Index,China
2025-04-22 00:00:00+08:00,3289.166015625,3311.153076171875,3288.33203125,3299.757080078125,403200,000001.SS,Index,China
2025-04-23 00:00:00+08:00,3308.15087890625,3312.19189453125,3293.06298828125,3296.35498046875,411600,000001.SS,Index,China
2025-04-24 00:00:00+08:00,3295.14892578125,3313.509033203125,3286.236083984375,3297.2880859375,392800,000001.SS,Index,China
2025-04-25 00:00:00+08:00,3300.39208984375,3305.261962890625,3288.7548828125,3295.06005859375,411000,000001.SS,Index,China
2025-04-01 00:00:00+08:00,10523.650390625,10581.98046875,10491.7001953125,10503.66015625,1317200,399001.SZ,Index,China
2025-04-02 00:00:00+08:00,10500.5302734375,10573.009765625,10490.849609375,10513.1201171875,1164500,399001.SZ,Index,China
2025-04-03 00:00:00+08:00,10384.9501953125,10481.599609375,10328.01953125,10365.73046875,1465200,399001.SZ,Index,China
2025-04-07 00:00:00+08:00,9747.66015625,9831.6298828125,9220.1201171875,9364.5,2468600,399001.SZ,Index,China
2025-04-08 00:00:00+08:00,9356.6904296875,9505.6396484375,9296.1201171875,9424.6796875,2556700,399001.SZ,Index,China
2025-04-09 00:00:00+08:00,9271.240234375,9591.8095703125,9119.599609375,9539.8896484375,2628600,399001.SZ,Index,China
2025-04-10 00:00:00+08:00,9757.98046875,9884.240234375,9713.6396484375,9754.6396484375,2406000,399001.SZ,Index,China
2025-04-11 00:00:00+08:00,9681.4501953125,9909.5595703125,9679.2802734375,9834.4404296875,1852900,399001.SZ,Index,China
2025-04-14 00:00:00+08:00,9955.66015625,9964.73046875,9862.33984375,9884.2998046875,1816300,399001.SZ,Index,China
2025-04-15 00:00:00+08:00,9886.099609375,9895.4501953125,9804.599609375,9858.099609375,1388300,399001.SZ,Index,China
2025-04-16 00:00:00+08:00,9813.1298828125,9814.5,9650.7900390625,9774.73046875,1470600,399001.SZ,Index,China
2025-04-17 00:00:00+08:00,9715.2900390625,9828.919921875,9712.0,9759.0498046875,1223300,399001.SZ,Index,China
2025-04-18 00:00:00+08:00,9745.75,9798.4296875,9719.9501953125,9781.650390625,1124400,399001.SZ,Index,China
2025-04-21 00:00:00+08:00,9768.650390625,9913.08984375,9733.4296875,9905.5302734375,1396400,399001.SZ,Index,China
2025-04-22 00:00:00+08:00,9882.9599609375,9914.4697265625,9857.76953125,9870.0498046875,1500800,399001.SZ,Index,China
2025-04-23 00:00:00+08:00,9956.3701171875,9990.0302734375,9892.7001953125,9935.7998046875,1635700,399001.SZ,Index,China
2025-04-24 00:00:00+08:00,9933.8896484375,9969.9697265625,9846.23046875,9878.3203125,1417500,399001.SZ,Index,China
2025-04-25 00:00:00+08:00,9900.099609375,9976.76953125,9878.669921875,9917.0595703125,1529900,399001.SZ,Index,China
